week,month,staff_name,role,service,present
47,11,Jamie Arnold,nurse,emergency,True
48,12,Jamie Arnold,nurse,emergency,False
49,12,Jamie Arnold,nurse,emergency,True
50,12,Jamie Arnold,nurse,emergency,True
51,12,Jamie Arnold,nurse,emergency,False
52,13,Jamie Arnold,nurse,emergency,True
1,1,Lisa Hensley,nurse,emergency,True
2,1,Lisa Hensley,nurse,emergency,True
3,1,Lisa Hensley,nurse,emergency,False
4,1,Lisa Hensley,nurse,emergency,True
5,2,Lisa Hensley,nurse,emergency,True
6,2,Lisa Hensley,nurse,emergency,False
7,2,Lisa Hensley,nurse,emergency,False
8,2,Lisa Hensley,nurse,emergency,True
9,3,Lisa Hensley,nurse,emergency,False
10,3,Lisa Hensley,nurse,emergency,True
11,3,Lisa Hensley,nurse,emergency,True
12,3,Lisa Hensley,nurse,emergency,False
13,4,Lisa Hensley,nurse,emergency,True
14,4,Lisa Hensley,nurse,emergency,True
15,4,Lisa Hensley,nurse,emergency,False
16,4,Lisa Hensley,nurse,emergency,True
17,4,Lisa Hensley,nurse,emergency,True
18,5,Lisa Hensley,nurse,emergency,False
19,5,Lisa Hensley,nurse,emergency,True
20,5,Lisa Hensley,nurse,emergency,True
21,5,Lisa Hensley,nurse,emergency,False
22,6,Lisa Hensley,nurse,emergency,False
23,6,Lisa Hensley,nurse,emergency,True
24,6,Lisa Hensley,nurse,emergency,False
25,6,Lisa Hensley,nurse,emergency,True
26,7,Lisa Hensley,nurse,emergency,True
27,7,Lisa Hensley,nurse,emergency,False
28,7,Lisa Hensley,nurse,emergency,True
29,7,Lisa Hensley,nurse,emergency,True
30,7,Lisa Hensley,nurse,emergency,False
31,8,Lisa Hensley,nurse,emergency,True
32,8,Lisa Hensley,nurse,emergency,True
33,8,Lisa Hensley,nurse,emergency,False
34,8,Lisa Hensley,nurse,emergency,True
35,9,Lisa Hensley,nurse,emergency,True
36,9,Lisa Hensley,nurse,emergency,False
37,9,Lisa Hensley,nurse,emergency,True
38,9,Lisa Hensley,nurse,emergency,True
39,10,Lisa Hensley,nurse,emergency,False
40,10,Lisa Hensley,nurse,emergency,True
41,10,Lisa Hensley,nurse,emergency,True
42,10,Lisa Hensley,nurse,emergency,False
43,10,Lisa Hensley,nurse,emergency,True
44,11,Lisa Hensley,nurse,emergency,True
45,11,Lisa Hensley,nurse,emergency,False
46,11,Lisa Hensley,nurse,emergency,True
47,11,Lisa Hensley,nurse,emergency,True
48,12,Lisa Hensley,nurse,emergency,False
49,12,Lisa Hensley,nurse,emergency,True
50,12,Lisa Hensley,nurse,emergency,True
51,12,Lisa Hensley,nurse,emergency,False
52,13,Lisa Hensley,nurse,emergency,True
1,1,Michele Williams,nurse,emergency,False
2,1,Michele Williams,nurse,emergency,True
3,1,Michele Williams,nurse,emergency,False
4,1,Michele Williams,nurse,emergency,True
5,2,Michele Williams,nurse,emergency,True
6,2,Michele Williams,nurse,emergency,False
7,2,Michele Williams,nurse,emergency,True
8,2,Michele Williams,nurse,emergency,True
9,3,Michele Williams,nurse,emergency,False
10,3,Michele Williams,nurse,emergency,True
11,3,Michele Williams,nurse,emergency,True
12,3,Michele Williams,nurse,emergency,False
13,4,Michele Williams,nurse,emergency,True
14,4,Michele Williams,nurse,emergency,True
15,4,Michele Williams,nurse,emergency,False
16,4,Michele Williams,nurse,emergency,True
17,4,Michele Williams,nurse,emergency,True
18,5,Michele Williams,nurse,emergency,False
19,5,Michele Williams,nurse,emergency,True
20,5,Michele Williams,nurse,emergency,True
21,5,Michele Williams,nurse,emergency,False
22,6,Michele Williams,nurse,emergency,True
23,6,Michele Williams,nurse,emergency,True
24,6,Michele Williams,nurse,emergency,False
25,6,Michele Williams,nurse,emergency,True
26,7,Michele Williams,nurse,emergency,True
27,7,Michele Williams,nurse,emergency,False
28,7,Michele Williams,nurse,emergency,True
29,7,Michele Williams,nurse,emergency,True
30,7,Michele Williams,nurse,emergency,False
31,8,Michele Williams,nurse,emergency,True
32,8,Michele Williams,nurse,emergency,False
33,8,Michele Williams,nurse,emergency,False
34,8,Michele Williams,nurse,emergency,True
35,9,Michele Williams,nurse,emergency,True
36,9,Michele Williams,nurse,emergency,False
37,9,Michele Williams,nurse,emergency,True
38,9,Michele Williams,nurse,emergency,True
39,10,Michele Williams,nurse,emergency,False
40,10,Michele Williams,nurse,emergency,True
41,10,Michele Williams,nurse,emergency,True
42,10,Michele Williams,nurse,emergency,False
43,10,Michele Williams,nurse,emergency,True
44,11,Michele Williams,nurse,emergency,False
45,11,Michele Williams,nurse,emergency,False
46,11,Michele Williams,nurse,emergency,True
47,11,Michele Williams,nurse,emergency,True
48,12,Michele Williams,nurse,emergency,False
49,12,Michele Williams,nurse,emergency,True
50,12,Michele Williams,nurse,emergency,True
51,12,Michele Williams,nurse,emergency,False
52,13,Michele Williams,nurse,emergency,True
1,1,Dylan Miller,nurse,emergency,True
2,1,Dylan Miller,nurse,emergency,True
3,1,Dylan Miller,nurse,emergency,False
4,1,Dylan Miller,nurse,emergency,True
5,2,Dylan Miller,nurse,emergency,True
6,2,Dylan Miller,nurse,emergency,False
7,2,Dylan Miller,nurse,emergency,True
8,2,Dylan Miller,nurse,emergency,True
9,3,Dylan Miller,nurse,emergency,False
10,3,Dylan Miller,nurse,emergency,True
11,3,Dylan Miller,nurse,emergency,True
12,3,Dylan Miller,nurse,emergency,False
13,4,Dylan Miller,nurse,emergency,True
14,4,Dylan Miller,nurse,emergency,True
15,4,Dylan Miller,nurse,emergency,False
16,4,Dylan Miller,nurse,emergency,True
17,4,Dylan Miller,nurse,emergency,True
18,5,Dylan Miller,nurse,emergency,False
19,5,Dylan Miller,nurse,emergency,True
20,5,Dylan Miller,nurse,emergency,False
21,5,Dylan Miller,nurse,emergency,False
22,6,Dylan Miller,nurse,emergency,False
23,6,Dylan Miller,nurse,emergency,True
24,6,Dylan Miller,nurse,emergency,False
25,6,Dylan Miller,nurse,emergency,True
26,7,Dylan Miller,nurse,emergency,False
27,7,Dylan Miller,nurse,emergency,False
28,7,Dylan Miller,nurse,emergency,False
29,7,Dylan Miller,nurse,emergency,True
30,7,Dylan Miller,nurse,emergency,False
31,8,Dylan Miller,nurse,emergency,True
32,8,Dylan Miller,nurse,emergency,True
33,8,Dylan Miller,nurse,emergency,False
34,8,Dylan Miller,nurse,emergency,True
35,9,Dylan Miller,nurse,emergency,True
36,9,Dylan Miller,nurse,emergency,False
37,9,Dylan Miller,nurse,emergency,True
38,9,Dylan Miller,nurse,emergency,True
39,10,Dylan Miller,nurse,emergency,False
40,10,Dylan Miller,nurse,emergency,True
41,10,Dylan Miller,nurse,emergency,True
42,10,Dylan Miller,nurse,emergency,False
43,10,Dylan Miller,nurse,emergency,True
44,11,Dylan Miller,nurse,emergency,False
45,11,Dylan Miller,nurse,emergency,False
46,11,Dylan Miller,nurse,emergency,True
47,11,Dylan Miller,nurse,emergency,True
48,12,Dylan Miller,nurse,emergency,False
49,12,Dylan Miller,nurse,emergency,True
50,12,Dylan Miller,nurse,emergency,True
51,12,Dylan Miller,nurse,emergency,False
52,13,Dylan Miller,nurse,emergency,True
1,1,Brian Ramirez,nurse,emergency,True
2,1,Brian Ramirez,nurse,emergency,True
3,1,Brian Ramirez,nurse,emergency,False
4,1,Brian Ramirez,nurse,emergency,True
5,2,Brian Ramirez,nurse,emergency,True
6,2,Brian Ramirez,nurse,emergency,False
7,2,Brian Ramirez,nurse,emergency,True
8,2,Brian Ramirez,nurse,emergency,True
9,3,Brian Ramirez,nurse,emergency,False
10,3,Brian Ramirez,nurse,emergency,False
11,3,Brian Ramirez,nurse,emergency,True
12,3,Brian Ramirez,nurse,emergency,False
13,4,Brian Ramirez,nurse,emergency,True
14,4,Brian Ramirez,nurse,emergency,False
15,4,Brian Ramirez,nurse,emergency,False
16,4,Brian Ramirez,nurse,emergency,True
17,4,Brian Ramirez,nurse,emergency,True
18,5,Brian Ramirez,nurse,emergency,False
19,5,Brian Ramirez,nurse,emergency,True
20,5,Brian Ramirez,nurse,emergency,True
21,5,Brian Ramirez,nurse,emergency,False
22,6,Brian Ramirez,nurse,emergency,True
23,6,Brian Ramirez,nurse,emergency,True
24,6,Brian Ramirez,nurse,emergency,False
25,6,Brian Ramirez,nurse,emergency,True
26,7,Brian Ramirez,nurse,emergency,True
27,7,Brian Ramirez,nurse,emergency,False
28,7,Brian Ramirez,nurse,emergency,False
29,7,Brian Ramirez,nurse,emergency,True
30,7,Brian Ramirez,nurse,emergency,False
31,8,Brian Ramirez,nurse,emergency,True
32,8,Brian Ramirez,nurse,emergency,True
33,8,Brian Ramirez,nurse,emergency,False
34,8,Brian Ramirez,nurse,emergency,True
35,9,Brian Ramirez,nurse,emergency,True
36,9,Brian Ramirez,nurse,emergency,False
37,9,Brian Ramirez,nurse,emergency,True
38,9,Brian Ramirez,nurse,emergency,True
39,10,Brian Ramirez,nurse,emergency,False
40,10,Brian Ramirez,nurse,emergency,True
41,10,Brian Ramirez,nurse,emergency,True
42,10,Brian Ramirez,nurse,emergency,False
43,10,Brian Ramirez,nurse,emergency,True
44,11,Brian Ramirez,nurse,emergency,True
45,11,Brian Ramirez,nurse,emergency,False
46,11,Brian Ramirez,nurse,emergency,False
47,11,Brian Ramirez,nurse,emergency,True
48,12,Brian Ramirez,nurse,emergency,False
49,12,Brian Ramirez,nurse,emergency,True
50,12,Brian Ramirez,nurse,emergency,True
51,12,Brian Ramirez,nurse,emergency,False
52,13,Brian Ramirez,nurse,emergency,False
1,1,Holly Wood,nurse,emergency,True
2,1,Holly Wood,nurse,emergency,True
3,1,Holly Wood,nurse,emergency,False
4,1,Holly Wood,nurse,emergency,True
5,2,Holly Wood,nurse,emergency,True
6,2,Holly Wood,nurse,emergency,False
7,2,Holly Wood,nurse,emergency,True
8,2,Holly Wood,nurse,emergency,True
9,3,Holly Wood,nurse,emergency,False
10,3,Holly Wood,nurse,emergency,True
11,3,Holly Wood,nurse,emergency,True
12,3,Holly Wood,nurse,emergency,False
13,4,Holly Wood,nurse,emergency,True
14,4,Holly Wood,nurse,emergency,True
15,4,Holly Wood,nurse,emergency,False
16,4,Holly Wood,nurse,emergency,True
17,4,Holly Wood,nurse,emergency,True
18,5,Holly Wood,nurse,emergency,False
19,5,Holly Wood,nurse,emergency,True
20,5,Holly Wood,nurse,emergency,True
21,5,Holly Wood,nurse,emergency,False
22,6,Holly Wood,nurse,emergency,True
23,6,Holly Wood,nurse,emergency,True
24,6,Holly Wood,nurse,emergency,False
25,6,Holly Wood,nurse,emergency,True
26,7,Holly Wood,nurse,emergency,True
27,7,Holly Wood,nurse,emergency,False
28,7,Holly Wood,nurse,emergency,True
29,7,Holly Wood,nurse,emergency,True
30,7,Holly Wood,nurse,emergency,False
31,8,Holly Wood,nurse,emergency,True
32,8,Holly Wood,nurse,emergency,True
33,8,Holly Wood,nurse,emergency,False
34,8,Holly Wood,nurse,emergency,True
35,9,Holly Wood,nurse,emergency,True
36,9,Holly Wood,nurse,emergency,False
37,9,Holly Wood,nurse,emergency,True
38,9,Holly Wood,nurse,emergency,True
39,10,Holly Wood,nurse,emergency,False
40,10,Holly Wood,nurse,emergency,True
41,10,Holly Wood,nurse,emergency,True
42,10,Holly Wood,nurse,emergency,False
43,10,Holly Wood,nurse,emergency,True
44,11,Holly Wood,nurse,emergency,True
45,11,Holly Wood,nurse,emergency,False
46,11,Holly Wood,nurse,emergency,True
47,11,Holly Wood,nurse,emergency,True
48,12,Holly Wood,nurse,emergency,False
49,12,Holly Wood,nurse,emergency,True
50,12,Holly Wood,nurse,emergency,False
51,12,Holly Wood,nurse,emergency,False
52,13,Holly Wood,nurse,emergency,True
1,1,Derek Zuniga,nurse,emergency,True
2,1,Derek Zuniga,nurse,emergency,True
3,1,Derek Zuniga,nurse,emergency,False
4,1,Derek Zuniga,nurse,emergency,True
5,2,Derek Zuniga,nurse,emergency,True
6,2,Derek Zuniga,nurse,emergency,False
7,2,Derek Zuniga,nurse,emergency,True
8,2,Derek Zuniga,nurse,emergency,True
9,3,Derek Zuniga,nurse,emergency,False
10,3,Derek Zuniga,nurse,emergency,True
11,3,Derek Zuniga,nurse,emergency,False
12,3,Derek Zuniga,nurse,emergency,False
13,4,Derek Zuniga,nurse,emergency,True
14,4,Derek Zuniga,nurse,emergency,False
15,4,Derek Zuniga,nurse,emergency,False
16,4,Derek Zuniga,nurse,emergency,True
17,4,Derek Zuniga,nurse,emergency,True
18,5,Derek Zuniga,nurse,emergency,False
19,5,Derek Zuniga,nurse,emergency,True
20,5,Derek Zuniga,nurse,emergency,True
21,5,Derek Zuniga,nurse,emergency,False
22,6,Derek Zuniga,nurse,emergency,True
23,6,Derek Zuniga,nurse,emergency,True
24,6,Derek Zuniga,nurse,emergency,False
25,6,Derek Zuniga,nurse,emergency,True
26,7,Derek Zuniga,nurse,emergency,True
27,7,Derek Zuniga,nurse,emergency,False
28,7,Derek Zuniga,nurse,emergency,True
29,7,Derek Zuniga,nurse,emergency,True
30,7,Derek Zuniga,nurse,emergency,False
31,8,Derek Zuniga,nurse,emergency,True
32,8,Derek Zuniga,nurse,emergency,False
33,8,Derek Zuniga,nurse,emergency,False
34,8,Derek Zuniga,nurse,emergency,False
35,9,Derek Zuniga,nurse,emergency,True
36,9,Derek Zuniga,nurse,emergency,False
37,9,Derek Zuniga,nurse,emergency,True
38,9,Derek Zuniga,nurse,emergency,True
39,10,Derek Zuniga,nurse,emergency,False
40,10,Derek Zuniga,nurse,emergency,True
41,10,Derek Zuniga,nurse,emergency,True
42,10,Derek Zuniga,nurse,emergency,False
43,10,Derek Zuniga,nurse,emergency,True
44,11,Derek Zuniga,nurse,emergency,True
45,11,Derek Zuniga,nurse,emergency,False
46,11,Derek Zuniga,nurse,emergency,True
47,11,Derek Zuniga,nurse,emergency,True
48,12,Derek Zuniga,nurse,emergency,False
49,12,Derek Zuniga,nurse,emergency,False
50,12,Derek Zuniga,nurse,emergency,True
51,12,Derek Zuniga,nurse,emergency,False
52,13,Derek Zuniga,nurse,emergency,True
1,1,Lisa Jackson,nurse,emergency,True
2,1,Lisa Jackson,nurse,emergency,True
3,1,Lisa Jackson,nurse,emergency,False
4,1,Lisa Jackson,nurse,emergency,True
5,2,Lisa Jackson,nurse,emergency,True
6,2,Lisa Jackson,nurse,emergency,False
7,2,Lisa Jackson,nurse,emergency,True
8,2,Lisa Jackson,nurse,emergency,False
9,3,Lisa Jackson,nurse,emergency,False
10,3,Lisa Jackson,nurse,emergency,True
11,3,Lisa Jackson,nurse,emergency,True
12,3,Lisa Jackson,nurse,emergency,False
13,4,Lisa Jackson,nurse,emergency,True
14,4,Lisa Jackson,nurse,emergency,True
15,4,Lisa Jackson,nurse,emergency,False
16,4,Lisa Jackson,nurse,emergency,True
17,4,Lisa Jackson,nurse,emergency,True
18,5,Lisa Jackson,nurse,emergency,False
19,5,Lisa Jackson,nurse,emergency,True
20,5,Lisa Jackson,nurse,emergency,True
21,5,Lisa Jackson,nurse,emergency,False
22,6,Lisa Jackson,nurse,emergency,True
23,6,Lisa Jackson,nurse,emergency,True
24,6,Lisa Jackson,nurse,emergency,False
25,6,Lisa Jackson,nurse,emergency,True
26,7,Lisa Jackson,nurse,emergency,True
27,7,Lisa Jackson,nurse,emergency,False
28,7,Lisa Jackson,nurse,emergency,True
29,7,Lisa Jackson,nurse,emergency,True
30,7,Lisa Jackson,nurse,emergency,False
31,8,Lisa Jackson,nurse,emergency,True
32,8,Lisa Jackson,nurse,emergency,True
33,8,Lisa Jackson,nurse,emergency,False
34,8,Lisa Jackson,nurse,emergency,True
35,9,Lisa Jackson,nurse,emergency,True
36,9,Lisa Jackson,nurse,emergency,False
37,9,Lisa Jackson,nurse,emergency,False
38,9,Lisa Jackson,nurse,emergency,True
39,10,Lisa Jackson,nurse,emergency,False
40,10,Lisa Jackson,nurse,emergency,True
41,10,Lisa Jackson,nurse,emergency,True
42,10,Lisa Jackson,nurse,emergency,False
43,10,Lisa Jackson,nurse,emergency,True
44,11,Lisa Jackson,nurse,emergency,True
45,11,Lisa Jackson,nurse,emergency,False
46,11,Lisa Jackson,nurse,emergency,True
47,11,Lisa Jackson,nurse,emergency,False
48,12,Lisa Jackson,nurse,emergency,False
49,12,Lisa Jackson,nurse,emergency,True
50,12,Lisa Jackson,nurse,emergency,True
51,12,Lisa Jackson,nurse,emergency,False
52,13,Lisa Jackson,nurse,emergency,True
1,1,Carla Gray,nurse,emergency,False
2,1,Carla Gray,nurse,emergency,True
3,1,Carla Gray,nurse,emergency,False
4,1,Carla Gray,nurse,emergency,True
5,2,Carla Gray,nurse,emergency,True
6,2,Carla Gray,nurse,emergency,False
7,2,Carla Gray,nurse,emergency,True
8,2,Carla Gray,nurse,emergency,True
9,3,Carla Gray,nurse,emergency,False
10,3,Carla Gray,nurse,emergency,True
11,3,Carla Gray,nurse,emergency,True
12,3,Carla Gray,nurse,emergency,False
13,4,Carla Gray,nurse,emergency,True
14,4,Carla Gray,nurse,emergency,False
15,4,Carla Gray,nurse,emergency,False
16,4,Carla Gray,nurse,emergency,True
17,4,Carla Gray,nurse,emergency,True
18,5,Carla Gray,nurse,emergency,False
19,5,Carla Gray,nurse,emergency,True
20,5,Carla Gray,nurse,emergency,True
21,5,Carla Gray,nurse,emergency,False
22,6,Carla Gray,nurse,emergency,True
23,6,Carla Gray,nurse,emergency,True
24,6,Carla Gray,nurse,emergency,False
25,6,Carla Gray,nurse,emergency,True
26,7,Carla Gray,nurse,emergency,True
27,7,Carla Gray,nurse,emergency,False
28,7,Carla Gray,nurse,emergency,True
29,7,Carla Gray,nurse,emergency,True
30,7,Carla Gray,nurse,emergency,False
31,8,Carla Gray,nurse,emergency,True
32,8,Carla Gray,nurse,emergency,False
33,8,Carla Gray,nurse,emergency,False
34,8,Carla Gray,nurse,emergency,True
35,9,Carla Gray,nurse,emergency,True
36,9,Carla Gray,nurse,emergency,False
37,9,Carla Gray,nurse,emergency,True
38,9,Carla Gray,nurse,emergency,True
39,10,Carla Gray,nurse,emergency,False
40,10,Carla Gray,nurse,emergency,True
41,10,Carla Gray,nurse,emergency,True
42,10,Carla Gray,nurse,emergency,False
43,10,Carla Gray,nurse,emergency,True
44,11,Carla Gray,nurse,emergency,True
45,11,Carla Gray,nurse,emergency,False
46,11,Carla Gray,nurse,emergency,True
47,11,Carla Gray,nurse,emergency,True
48,12,Carla Gray,nurse,emergency,False
49,12,Carla Gray,nurse,emergency,True
50,12,Carla Gray,nurse,emergency,True
51,12,Carla Gray,nurse,emergency,False
52,13,Carla Gray,nurse,emergency,True
1,1,Margaret Hawkins DDS,nurse,emergency,True
2,1,Margaret Hawkins DDS,nurse,emergency,True
3,1,Margaret Hawkins DDS,nurse,emergency,False
4,1,Margaret Hawkins DDS,nurse,emergency,True
5,2,Margaret Hawkins DDS,nurse,emergency,True
6,2,Margaret Hawkins DDS,nurse,emergency,False
7,2,Margaret Hawkins DDS,nurse,emergency,True
8,2,Margaret Hawkins DDS,nurse,emergency,False
9,3,Margaret Hawkins DDS,nurse,emergency,False
10,3,Margaret Hawkins DDS,nurse,emergency,True
11,3,Margaret Hawkins DDS,nurse,emergency,True
12,3,Margaret Hawkins DDS,nurse,emergency,False
13,4,Margaret Hawkins DDS,nurse,emergency,True
14,4,Margaret Hawkins DDS,nurse,emergency,True
15,4,Margaret Hawkins DDS,nurse,emergency,False
16,4,Margaret Hawkins DDS,nurse,emergency,True
17,4,Margaret Hawkins DDS,nurse,emergency,True
18,5,Margaret Hawkins DDS,nurse,emergency,False
19,5,Margaret Hawkins DDS,nurse,emergency,True
20,5,Margaret Hawkins DDS,nurse,emergency,True
21,5,Margaret Hawkins DDS,nurse,emergency,False
22,6,Margaret Hawkins DDS,nurse,emergency,True
23,6,Margaret Hawkins DDS,nurse,emergency,True
24,6,Margaret Hawkins DDS,nurse,emergency,False
25,6,Margaret Hawkins DDS,nurse,emergency,True
26,7,Margaret Hawkins DDS,nurse,emergency,False
27,7,Margaret Hawkins DDS,nurse,emergency,False
28,7,Margaret Hawkins DDS,nurse,emergency,True
29,7,Margaret Hawkins DDS,nurse,emergency,True
30,7,Margaret Hawkins DDS,nurse,emergency,False
31,8,Margaret Hawkins DDS,nurse,emergency,True
32,8,Margaret Hawkins DDS,nurse,emergency,True
33,8,Margaret Hawkins DDS,nurse,emergency,False
34,8,Margaret Hawkins DDS,nurse,emergency,True
35,9,Margaret Hawkins DDS,nurse,emergency,False
36,9,Margaret Hawkins DDS,nurse,emergency,False
37,9,Margaret Hawkins DDS,nurse,emergency,True
38,9,Margaret Hawkins DDS,nurse,emergency,True
39,10,Margaret Hawkins DDS,nurse,emergency,False
40,10,Margaret Hawkins DDS,nurse,emergency,True
41,10,Margaret Hawkins DDS,nurse,emergency,True
42,10,Margaret Hawkins DDS,nurse,emergency,False
43,10,Margaret Hawkins DDS,nurse,emergency,True
44,11,Margaret Hawkins DDS,nurse,emergency,False
45,11,Margaret Hawkins DDS,nurse,emergency,False
46,11,Margaret Hawkins DDS,nurse,emergency,False
47,11,Margaret Hawkins DDS,nurse,emergency,True
48,12,Margaret Hawkins DDS,nurse,emergency,False
49,12,Margaret Hawkins DDS,nurse,emergency,True
50,12,Margaret Hawkins DDS,nurse,emergency,True
51,12,Margaret Hawkins DDS,nurse,emergency,False
52,13,Margaret Hawkins DDS,nurse,emergency,True
1,1,Patty Perez,nurse,emergency,True
2,1,Patty Perez,nurse,emergency,True
3,1,Patty Perez,nurse,emergency,False
4,1,Patty Perez,nurse,emergency,True
5,2,Patty Perez,nurse,emergency,False
6,2,Patty Perez,nurse,emergency,False
7,2,Patty Perez,nurse,emergency,True
8,2,Patty Perez,nurse,emergency,True
