week,month,staff_id,staff_name,role,service,present
15,4,STF-ebbeb197,Gabrielle Davis,nurse,emergency,False
16,4,STF-ebbeb197,Gabrielle Davis,nurse,emergency,True
17,4,STF-ebbeb197,Gabrielle Davis,nurse,emergency,False
18,5,STF-ebbeb197,Gabrielle Davis,nurse,emergency,False
19,5,STF-ebbeb197,Gabrielle Davis,nurse,emergency,True
20,5,STF-ebbeb197,Gabrielle Davis,nurse,emergency,True
21,5,STF-ebbeb197,Gabrielle Davis,nurse,emergency,False
22,6,STF-ebbeb197,Gabrielle Davis,nurse,emergency,True
23,6,STF-ebbeb197,Gabrielle Davis,nurse,emergency,True
24,6,STF-ebbeb197,Gabrielle Davis,nurse,emergency,False
25,6,STF-ebbeb197,Gabrielle Davis,nurse,emergency,False
26,7,STF-ebbeb197,Gabrielle Davis,nurse,emergency,True
27,7,STF-ebbeb197,Gabrielle Davis,nurse,emergency,False
28,7,STF-ebbeb197,Gabrielle Davis,nurse,emergency,True
29,7,STF-ebbeb197,Gabrielle Davis,nurse,emergency,True
30,7,STF-ebbeb197,Gabrielle Davis,nurse,emergency,False
31,8,STF-ebbeb197,Gabrielle Davis,nurse,emergency,True
32,8,STF-ebbeb197,Gabrielle Davis,nurse,emergency,True
33,8,STF-ebbeb197,Gabrielle Davis,nurse,emergency,False
34,8,STF-ebbeb197,Gabrielle Davis,nurse,emergency,False
35,9,STF-ebbeb197,Gabrielle Davis,nurse,emergency,True
36,9,STF-ebbeb197,Gabrielle Davis,nurse,emergency,False
37,9,STF-ebbeb197,Gabrielle Davis,nurse,emergency,True
38,9,STF-ebbeb197,Gabrielle Davis,nurse,emergency,True
39,10,STF-ebbeb197,Gabrielle Davis,nurse,emergency,False
40,10,STF-ebbeb197,Gabrielle Davis,nurse,emergency,True
41,10,STF-ebbeb197,Gabrielle Davis,nurse,emergency,True
42,10,STF-ebbeb197,Gabrielle Davis,nurse,emergency,False
43,10,STF-ebbeb197,Gabrielle Davis,nurse,emergency,True
44,11,STF-ebbeb197,Gabrielle Davis,nurse,emergency,True
45,11,STF-ebbeb197,Gabrielle Davis,nurse,emergency,False
46,11,STF-ebbeb197,Gabrielle Davis,nurse,emergency,True
47,11,STF-ebbeb197,Gabrielle Davis,nurse,emergency,True
48,12,STF-ebbeb197,Gabrielle Davis,nurse,emergency,False
49,12,STF-ebbeb197,Gabrielle Davis,nurse,emergency,True
50,12,STF-ebbeb197,Gabrielle Davis,nurse,emergency,True
51,12,STF-ebbeb197,Gabrielle Davis,nurse,emergency,False
52,13,STF-ebbeb197,Gabrielle Davis,nurse,emergency,True
1,1,STF-d3c13ca9,Ryan Munoz,nurse,emergency,False
2,1,STF-d3c13ca9,Ryan Munoz,nurse,emergency,True
3,1,STF-d3c13ca9,Ryan Munoz,nurse,emergency,False
4,1,STF-d3c13ca9,Ryan Munoz,nurse,emergency,True
5,2,STF-d3c13ca9,Ryan Munoz,nurse,emergency,True
6,2,STF-d3c13ca9,Ryan Munoz,nurse,emergency,False
7,2,STF-d3c13ca9,Ryan Munoz,nurse,emergency,True
8,2,STF-d3c13ca9,Ryan Munoz,nurse,emergency,True
9,3,STF-d3c13ca9,Ryan Munoz,nurse,emergency,False
10,3,STF-d3c13ca9,Ryan Munoz,nurse,emergency,True
11,3,STF-d3c13ca9,Ryan Munoz,nurse,emergency,True
12,3,STF-d3c13ca9,Ryan Munoz,nurse,emergency,False
13,4,STF-d3c13ca9,Ryan Munoz,nurse,emergency,True
14,4,STF-d3c13ca9,Ryan Munoz,nurse,emergency,True
15,4,STF-d3c13ca9,Ryan Munoz,nurse,emergency,False
16,4,STF-d3c13ca9,Ryan Munoz,nurse,emergency,True
17,4,STF-d3c13ca9,Ryan Munoz,nurse,emergency,True
18,5,STF-d3c13ca9,Ryan Munoz,nurse,emergency,False
19,5,STF-d3c13ca9,Ryan Munoz,nurse,emergency,True
20,5,STF-d3c13ca9,Ryan Munoz,nurse,emergency,True
21,5,STF-d3c13ca9,Ryan Munoz,nurse,emergency,False
22,6,STF-d3c13ca9,Ryan Munoz,nurse,emergency,True
23,6,STF-d3c13ca9,Ryan Munoz,nurse,emergency,True
24,6,STF-d3c13ca9,Ryan Munoz,nurse,emergency,False
25,6,STF-d3c13ca9,Ryan Munoz,nurse,emergency,True
26,7,STF-d3c13ca9,Ryan Munoz,nurse,emergency,True
27,7,STF-d3c13ca9,Ryan Munoz,nurse,emergency,False
28,7,STF-d3c13ca9,Ryan Munoz,nurse,emergency,True
29,7,STF-d3c13ca9,Ryan Munoz,nurse,emergency,True
30,7,STF-d3c13ca9,Ryan Munoz,nurse,emergency,False
31,8,STF-d3c13ca9,Ryan Munoz,nurse,emergency,True
32,8,STF-d3c13ca9,Ryan Munoz,nurse,emergency,True
33,8,STF-d3c13ca9,Ryan Munoz,nurse,emergency,False
34,8,STF-d3c13ca9,Ryan Munoz,nurse,emergency,True
35,9,STF-d3c13ca9,Ryan Munoz,nurse,emergency,True
36,9,STF-d3c13ca9,Ryan Munoz,nurse,emergency,False
37,9,STF-d3c13ca9,Ryan Munoz,nurse,emergency,True
38,9,STF-d3c13ca9,Ryan Munoz,nurse,emergency,True
39,10,STF-d3c13ca9,Ryan Munoz,nurse,emergency,False
40,10,STF-d3c13ca9,Ryan Munoz,nurse,emergency,True
41,10,STF-d3c13ca9,Ryan Munoz,nurse,emergency,False
42,10,STF-d3c13ca9,Ryan Munoz,nurse,emergency,False
43,10,STF-d3c13ca9,Ryan Munoz,nurse,emergency,True
44,11,STF-d3c13ca9,Ryan Munoz,nurse,emergency,True
45,11,STF-d3c13ca9,Ryan Munoz,nurse,emergency,False
46,11,STF-d3c13ca9,Ryan Munoz,nurse,emergency,True
47,11,STF-d3c13ca9,Ryan Munoz,nurse,emergency,True
48,12,STF-d3c13ca9,Ryan Munoz,nurse,emergency,False
49,12,STF-d3c13ca9,Ryan Munoz,nurse,emergency,True
50,12,STF-d3c13ca9,Ryan Munoz,nurse,emergency,True
51,12,STF-d3c13ca9,Ryan Munoz,nurse,emergency,False
52,13,STF-d3c13ca9,Ryan Munoz,nurse,emergency,True
1,1,STF-4e69ee46,Monica Herrera,nurse,emergency,True
2,1,STF-4e69ee46,Monica Herrera,nurse,emergency,True
3,1,STF-4e69ee46,Monica Herrera,nurse,emergency,False
4,1,STF-4e69ee46,Monica Herrera,nurse,emergency,True
5,2,STF-4e69ee46,Monica Herrera,nurse,emergency,True
6,2,STF-4e69ee46,Monica Herrera,nurse,emergency,False
7,2,STF-4e69ee46,Monica Herrera,nurse,emergency,True
8,2,STF-4e69ee46,Monica Herrera,nurse,emergency,True
9,3,STF-4e69ee46,Monica Herrera,nurse,emergency,False
10,3,STF-4e69ee46,Monica Herrera,nurse,emergency,True
11,3,STF-4e69ee46,Monica Herrera,nurse,emergency,True
12,3,STF-4e69ee46,Monica Herrera,nurse,emergency,False
13,4,STF-4e69ee46,Monica Herrera,nurse,emergency,True
14,4,STF-4e69ee46,Monica Herrera,nurse,emergency,True
15,4,STF-4e69ee46,Monica Herrera,nurse,emergency,False
16,4,STF-4e69ee46,Monica Herrera,nurse,emergency,True
17,4,STF-4e69ee46,Monica Herrera,nurse,emergency,True
18,5,STF-4e69ee46,Monica Herrera,nurse,emergency,False
19,5,STF-4e69ee46,Monica Herrera,nurse,emergency,True
20,5,STF-4e69ee46,Monica Herrera,nurse,emergency,True
21,5,STF-4e69ee46,Monica Herrera,nurse,emergency,False
22,6,STF-4e69ee46,Monica Herrera,nurse,emergency,True
23,6,STF-4e69ee46,Monica Herrera,nurse,emergency,True
24,6,STF-4e69ee46,Monica Herrera,nurse,emergency,False
25,6,STF-4e69ee46,Monica Herrera,nurse,emergency,True
26,7,STF-4e69ee46,Monica Herrera,nurse,emergency,True
27,7,STF-4e69ee46,Monica Herrera,nurse,emergency,False
28,7,STF-4e69ee46,Monica Herrera,nurse,emergency,True
29,7,STF-4e69ee46,Monica Herrera,nurse,emergency,True
30,7,STF-4e69ee46,Monica Herrera,nurse,emergency,False
31,8,STF-4e69ee46,Monica Herrera,nurse,emergency,True
32,8,STF-4e69ee46,Monica Herrera,nurse,emergency,False
33,8,STF-4e69ee46,Monica Herrera,nurse,emergency,False
34,8,STF-4e69ee46,Monica Herrera,nurse,emergency,True
35,9,STF-4e69ee46,Monica Herrera,nurse,emergency,True
36,9,STF-4e69ee46,Monica Herrera,nurse,emergency,False
37,9,STF-4e69ee46,Monica Herrera,nurse,emergency,True
38,9,STF-4e69ee46,Monica Herrera,nurse,emergency,True
39,10,STF-4e69ee46,Monica Herrera,nurse,emergency,False
40,10,STF-4e69ee46,Monica Herrera,nurse,emergency,True
41,10,STF-4e69ee46,Monica Herrera,nurse,emergency,True
42,10,STF-4e69ee46,Monica Herrera,nurse,emergency,False
43,10,STF-4e69ee46,Monica Herrera,nurse,emergency,True
44,11,STF-4e69ee46,Monica Herrera,nurse,emergency,True
45,11,STF-4e69ee46,Monica Herrera,nurse,emergency,False
46,11,STF-4e69ee46,Monica Herrera,nurse,emergency,True
47,11,STF-4e69ee46,Monica Herrera,nurse,emergency,True
48,12,STF-4e69ee46,Monica Herrera,nurse,emergency,False
49,12,STF-4e69ee46,Monica Herrera,nurse,emergency,True
50,12,STF-4e69ee46,Monica Herrera,nurse,emergency,True
51,12,STF-4e69ee46,Monica Herrera,nurse,emergency,False
52,13,STF-4e69ee46,Monica Herrera,nurse,emergency,True
1,1,STF-a373df11,Jamie Arnold,nurse,emergency,True
2,1,STF-a373df11,Jamie Arnold,nurse,emergency,True
3,1,STF-a373df11,Jamie Arnold,nurse,emergency,False
4,1,STF-a373df11,Jamie Arnold,nurse,emergency,True
5,2,STF-a373df11,Jamie Arnold,nurse,emergency,True
6,2,STF-a373df11,Jamie Arnold,nurse,emergency,False
7,2,STF-a373df11,Jamie Arnold,nurse,emergency,True
8,2,STF-a373df11,Jamie Arnold,nurse,emergency,True
9,3,STF-a373df11,Jamie Arnold,nurse,emergency,False
10,3,STF-a373df11,Jamie Arnold,nurse,emergency,True
11,3,STF-a373df11,Jamie Arnold,nurse,emergency,True
12,3,STF-a373df11,Jamie Arnold,nurse,emergency,False
13,4,STF-a373df11,Jamie Arnold,nurse,emergency,False
14,4,STF-a373df11,Jamie Arnold,nurse,emergency,True
15,4,STF-a373df11,Jamie Arnold,nurse,emergency,False
16,4,STF-a373df11,Jamie Arnold,nurse,emergency,False
17,4,STF-a373df11,Jamie Arnold,nurse,emergency,True
18,5,STF-a373df11,Jamie Arnold,nurse,emergency,False
19,5,STF-a373df11,Jamie Arnold,nurse,emergency,True
20,5,STF-a373df11,Jamie Arnold,nurse,emergency,True
21,5,STF-a373df11,Jamie Arnold,nurse,emergency,False
22,6,STF-a373df11,Jamie Arnold,nurse,emergency,True
23,6,STF-a373df11,Jamie Arnold,nurse,emergency,False
24,6,STF-a373df11,Jamie Arnold,nurse,emergency,False
25,6,STF-a373df11,Jamie Arnold,nurse,emergency,True
26,7,STF-a373df11,Jamie Arnold,nurse,emergency,True
27,7,STF-a373df11,Jamie Arnold,nurse,emergency,False
28,7,STF-a373df11,Jamie Arnold,nurse,emergency,True
29,7,STF-a373df11,Jamie Arnold,nurse,emergency,True
30,7,STF-a373df11,Jamie Arnold,nurse,emergency,False
31,8,STF-a373df11,Jamie Arnold,nurse,emergency,True
32,8,STF-a373df11,Jamie Arnold,nurse,emergency,True
33,8,STF-a373df11,Jamie Arnold,nurse,emergency,False
34,8,STF-a373df11,Jamie Arnold,nurse,emergency,True
35,9,STF-a373df11,Jamie Arnold,nurse,emergency,True
36,9,STF-a373df11,Jamie Arnold,nurse,emergency,False
37,9,STF-a373df11,Jamie Arnold,nurse,emergency,True
38,9,STF-a373df11,Jamie Arnold,nurse,emergency,True
39,10,STF-a373df11,Jamie Arnold,nurse,emergency,False
40,10,STF-a373df11,Jamie Arnold,nurse,emergency,False
41,10,STF-a373df11,Jamie Arnold,nurse,emergency,True
42,10,STF-a373df11,Jamie Arnold,nurse,emergency,False
43,10,STF-a373df11,Jamie Arnold,nurse,emergency,False
44,11,STF-a373df11,Jamie Arnold,nurse,emergency,True
45,11,STF-a373df11,Jamie Arnold,nurse,emergency,False
46,11,STF-a373df11,Jamie Arnold,nurse,emergency,True
47,11,STF-a373df11,Jamie Arnold,nurse,emergency,True
48,12,STF-a373df11,Jamie Arnold,nurse,emergency,False
49,12,STF-a373df11,Jamie Arnold,nurse,emergency,True
50,12,STF-a373df11,Jamie Arnold,nurse,emergency,True
51,12,STF-a373df11,Jamie Arnold,nurse,emergency,False
52,13,STF-a373df11,Jamie Arnold,nurse,emergency,True
1,1,STF-ac9813b7,Lisa Hensley,nurse,emergency,True
2,1,STF-ac9813b7,Lisa Hensley,nurse,emergency,True
3,1,STF-ac9813b7,Lisa Hensley,nurse,emergency,False
4,1,STF-ac9813b7,Lisa Hensley,nurse,emergency,True
5,2,STF-ac9813b7,Lisa Hensley,nurse,emergency,True
6,2,STF-ac9813b7,Lisa Hensley,nurse,emergency,False
7,2,STF-ac9813b7,Lisa Hensley,nurse,emergency,False
8,2,STF-ac9813b7,Lisa Hensley,nurse,emergency,True
9,3,STF-ac9813b7,Lisa Hensley,nurse,emergency,False
10,3,STF-ac9813b7,Lisa Hensley,nurse,emergency,True
11,3,STF-ac9813b7,Lisa Hensley,nurse,emergency,True
12,3,STF-ac9813b7,Lisa Hensley,nurse,emergency,False
13,4,STF-ac9813b7,Lisa Hensley,nurse,emergency,True
14,4,STF-ac9813b7,Lisa Hensley,nurse,emergency,True
15,4,STF-ac9813b7,Lisa Hensley,nurse,emergency,False
16,4,STF-ac9813b7,Lisa Hensley,nurse,emergency,True
17,4,STF-ac9813b7,Lisa Hensley,nurse,emergency,True
18,5,STF-ac9813b7,Lisa Hensley,nurse,emergency,False
19,5,STF-ac9813b7,Lisa Hensley,nurse,emergency,True
20,5,STF-ac9813b7,Lisa Hensley,nurse,emergency,True
21,5,STF-ac9813b7,Lisa Hensley,nurse,emergency,False
22,6,STF-ac9813b7,Lisa Hensley,nurse,emergency,False
23,6,STF-ac9813b7,Lisa Hensley,nurse,emergency,True
24,6,STF-ac9813b7,Lisa Hensley,nurse,emergency,False
25,6,STF-ac9813b7,Lisa Hensley,nurse,emergency,True
26,7,STF-ac9813b7,Lisa Hensley,nurse,emergency,True
27,7,STF-ac9813b7,Lisa Hensley,nurse,emergency,False
28,7,STF-ac9813b7,Lisa Hensley,nurse,emergency,True
29,7,STF-ac9813b7,Lisa Hensley,nurse,emergency,True
30,7,STF-ac9813b7,Lisa Hensley,nurse,emergency,False
31,8,STF-ac9813b7,Lisa Hensley,nurse,emergency,True
32,8,STF-ac9813b7,Lisa Hensley,nurse,emergency,True
33,8,STF-ac9813b7,Lisa Hensley,nurse,emergency,False
34,8,STF-ac9813b7,Lisa Hensley,nurse,emergency,True
35,9,STF-ac9813b7,Lisa Hensley,nurse,emergency,True
36,9,STF-ac9813b7,Lisa Hensley,nurse,emergency,False
37,9,STF-ac9813b7,Lisa Hensley,nurse,emergency,True
38,9,STF-ac9813b7,Lisa Hensley,nurse,emergency,True
39,10,STF-ac9813b7,Lisa Hensley,nurse,emergency,False
40,10,STF-ac9813b7,Lisa Hensley,nurse,emergency,True
41,10,STF-ac9813b7,Lisa Hensley,nurse,emergency,True
42,10,STF-ac9813b7,Lisa Hensley,nurse,emergency,False
43,10,STF-ac9813b7,Lisa Hensley,nurse,emergency,True
44,11,STF-ac9813b7,Lisa Hensley,nurse,emergency,True
45,11,STF-ac9813b7,Lisa Hensley,nurse,emergency,False
46,11,STF-ac9813b7,Lisa Hensley,nurse,emergency,True
47,11,STF-ac9813b7,Lisa Hensley,nurse,emergency,True
48,12,STF-ac9813b7,Lisa Hensley,nurse,emergency,False
49,12,STF-ac9813b7,Lisa Hensley,nurse,emergency,True
50,12,STF-ac9813b7,Lisa Hensley,nurse,emergency,True
51,12,STF-ac9813b7,Lisa Hensley,nurse,emergency,False
52,13,STF-ac9813b7,Lisa Hensley,nurse,emergency,True
1,1,STF-f37035ac,Michele Williams,nurse,emergency,False
2,1,STF-f37035ac,Michele Williams,nurse,emergency,True
3,1,STF-f37035ac,Michele Williams,nurse,emergency,False
4,1,STF-f37035ac,Michele Williams,nurse,emergency,True
5,2,STF-f37035ac,Michele Williams,nurse,emergency,True
6,2,STF-f37035ac,Michele Williams,nurse,emergency,False
7,2,STF-f37035ac,Michele Williams,nurse,emergency,True
8,2,STF-f37035ac,Michele Williams,nurse,emergency,True
9,3,STF-f37035ac,Michele Williams,nurse,emergency,False
10,3,STF-f37035ac,Michele Williams,nurse,emergency,True
11,3,STF-f37035ac,Michele Williams,nurse,emergency,True
12,3,STF-f37035ac,Michele Williams,nurse,emergency,False
13,4,STF-f37035ac,Michele Williams,nurse,emergency,True
14,4,STF-f37035ac,Michele Williams,nurse,emergency,True
15,4,STF-f37035ac,Michele Williams,nurse,emergency,False
16,4,STF-f37035ac,Michele Williams,nurse,emergency,True
17,4,STF-f37035ac,Michele Williams,nurse,emergency,True
18,5,STF-f37035ac,Michele Williams,nurse,emergency,False
19,5,STF-f37035ac,Michele Williams,nurse,emergency,True
20,5,STF-f37035ac,Michele Williams,nurse,emergency,True
21,5,STF-f37035ac,Michele Williams,nurse,emergency,False
22,6,STF-f37035ac,Michele Williams,nurse,emergency,True
23,6,STF-f37035ac,Michele Williams,nurse,emergency,True
24,6,STF-f37035ac,Michele Williams,nurse,emergency,False
25,6,STF-f37035ac,Michele Williams,nurse,emergency,True
26,7,STF-f37035ac,Michele Williams,nurse,emergency,True
27,7,STF-f37035ac,Michele Williams,nurse,emergency,False
28,7,STF-f37035ac,Michele Williams,nurse,emergency,True
29,7,STF-f37035ac,Michele Williams,nurse,emergency,True
30,7,STF-f37035ac,Michele Williams,nurse,emergency,False
31,8,STF-f37035ac,Michele Williams,nurse,emergency,True
32,8,STF-f37035ac,Michele Williams,nurse,emergency,False
33,8,STF-f37035ac,Michele Williams,nurse,emergency,False
34,8,STF-f37035ac,Michele Williams,nurse,emergency,True
35,9,STF-f37035ac,Michele Williams,nurse,emergency,True
36,9,STF-f37035ac,Michele Williams,nurse,emergency,False
37,9,STF-f37035ac,Michele Williams,nurse,emergency,True
38,9,STF-f37035ac,Michele Williams,nurse,emergency,True
39,10,STF-f37035ac,Michele Williams,nurse,emergency,False
40,10,STF-f37035ac,Michele Williams,nurse,emergency,True
41,10,STF-f37035ac,Michele Williams,nurse,emergency,True
42,10,STF-f37035ac,Michele Williams,nurse,emergency,False
43,10,STF-f37035ac,Michele Williams,nurse,emergency,True
44,11,STF-f37035ac,Michele Williams,nurse,emergency,False
45,11,STF-f37035ac,Michele Williams,nurse,emergency,False
46,11,STF-f37035ac,Michele Williams,nurse,emergency,True
47,11,STF-f37035ac,Michele Williams,nurse,emergency,True
48,12,STF-f37035ac,Michele Williams,nurse,emergency,False
49,12,STF-f37035ac,Michele Williams,nurse,emergency,True
50,12,STF-f37035ac,Michele Williams,nurse,emergency,True
51,12,STF-f37035ac,Michele Williams,nurse,emergency,False
52,13,STF-f37035ac,Michele Williams,nurse,emergency,True
1,1,STF-e15cfd51,Dylan Miller,nurse,emergency,True
2,1,STF-e15cfd51,Dylan Miller,nurse,emergency,True
3,1,STF-e15cfd51,Dylan Miller,nurse,emergency,False
4,1,STF-e15cfd51,Dylan Miller,nurse,emergency,True
5,2,STF-e15cfd51,Dylan Miller,nurse,emergency,True
6,2,STF-e15cfd51,Dylan Miller,nurse,emergency,False
7,2,STF-e15cfd51,Dylan Miller,nurse,emergency,True
8,2,STF-e15cfd51,Dylan Miller,nurse,emergency,True
9,3,STF-e15cfd51,Dylan Miller,nurse,emergency,False
10,3,STF-e15cfd51,Dylan Miller,nurse,emergency,True
11,3,STF-e15cfd51,Dylan Miller,nurse,emergency,True
12,3,STF-e15cfd51,Dylan Miller,nurse,emergency,False
13,4,STF-e15cfd51,Dylan Miller,nurse,emergency,True
14,4,STF-e15cfd51,Dylan Miller,nurse,emergency,True
15,4,STF-e15cfd51,Dylan Miller,nurse,emergency,False
16,4,STF-e15cfd51,Dylan Miller,nurse,emergency,True
17,4,STF-e15cfd51,Dylan Miller,nurse,emergency,True
18,5,STF-e15cfd51,Dylan Miller,nurse,emergency,False
19,5,STF-e15cfd51,Dylan Miller,nurse,emergency,True
20,5,STF-e15cfd51,Dylan Miller,nurse,emergency,False
21,5,STF-e15cfd51,Dylan Miller,nurse,emergency,False
22,6,STF-e15cfd51,Dylan Miller,nurse,emergency,False
23,6,STF-e15cfd51,Dylan Miller,nurse,emergency,True
24,6,STF-e15cfd51,Dylan Miller,nurse,emergency,False
25,6,STF-e15cfd51,Dylan Miller,nurse,emergency,True
26,7,STF-e15cfd51,Dylan Miller,nurse,emergency,False
27,7,STF-e15cfd51,Dylan Miller,nurse,emergency,False
28,7,STF-e15cfd51,Dylan Miller,nurse,emergency,False
29,7,STF-e15cfd51,Dylan Miller,nurse,emergency,True
30,7,STF-e15cfd51,Dylan Miller,nurse,emergency,False
31,8,STF-e15cfd51,Dylan Miller,nurse,emergency,True
32,8,STF-e15cfd51,Dylan Miller,nurse,emergency,True
33,8,STF-e15cfd51,Dylan Miller,nurse,emergency,False
34,8,STF-e15cfd51,Dylan Miller,nurse,emergency,True
35,9,STF-e15cfd51,Dylan Miller,nurse,emergency,True
36,9,STF-e15cfd51,Dylan Miller,nurse,emergency,False
37,9,STF-e15cfd51,Dylan Miller,nurse,emergency,True
38,9,STF-e15cfd51,Dylan Miller,nurse,emergency,True
39,10,STF-e15cfd51,Dylan Miller,nurse,emergency,False
40,10,STF-e15cfd51,Dylan Miller,nurse,emergency,True
41,10,STF-e15cfd51,Dylan Miller,nurse,emergency,True
42,10,STF-e15cfd51,Dylan Miller,nurse,emergency,False
43,10,STF-e15cfd51,Dylan Miller,nurse,emergency,True
44,11,STF-e15cfd51,Dylan Miller,nurse,emergency,False
45,11,STF-e15cfd51,Dylan Miller,nurse,emergency,False
46,11,STF-e15cfd51,Dylan Miller,nurse,emergency,True
47,11,STF-e15cfd51,Dylan Miller,nurse,emergency,True
48,12,STF-e15cfd51,Dylan Miller,nurse,emergency,False
49,12,STF-e15cfd51,Dylan Miller,nurse,emergency,True
50,12,STF-e15cfd51,Dylan Miller,nurse,emergency,True
51,12,STF-e15cfd51,Dylan Miller,nurse,emergency,False
52,13,STF-e15cfd51,Dylan Miller,nurse,emergency,True
1,1,STF-8325689b,Brian Ramirez,nurse,emergency,True
2,1,STF-8325689b,Brian Ramirez,nurse,emergency,True
3,1,STF-8325689b,Brian Ramirez,nurse,emergency,False
4,1,STF-8325689b,Brian Ramirez,nurse,emergency,True
5,2,STF-8325689b,Brian Ramirez,nurse,emergency,True
6,2,STF-8325689b,Brian Ramirez,nurse,emergency,False
7,2,STF-8325689b,Brian Ramirez,nurse,emergency,True
8,2,STF-8325689b,Brian Ramirez,nurse,emergency,True
9,3,STF-8325689b,Brian Ramirez,nurse,emergency,False
10,3,STF-8325689b,Brian Ramirez,nurse,emergency,False
11,3,STF-8325689b,Brian Ramirez,nurse,emergency,True
12,3,STF-8325689b,Brian Ramirez,nurse,emergency,False
13,4,STF-8325689b,Brian Ramirez,nurse,emergency,True
14,4,STF-8325689b,Brian Ramirez,nurse,emergency,False
15,4,STF-8325689b,Brian Ramirez,nurse,emergency,False
16,4,STF-8325689b,Brian Ramirez,nurse,emergency,True
17,4,STF-8325689b,Brian Ramirez,nurse,emergency,True
18,5,STF-8325689b,Brian Ramirez,nurse,emergency,False
19,5,STF-8325689b,Brian Ramirez,nurse,emergency,True
20,5,STF-8325689b,Brian Ramirez,nurse,emergency,True
21,5,STF-8325689b,Brian Ramirez,nurse,emergency,False
22,6,STF-8325689b,Brian Ramirez,nurse,emergency,True
23,6,STF-8325689b,Brian Ramirez,nurse,emergency,True
24,6,STF-8325689b,Brian Ramirez,nurse,emergency,False
25,6,STF-8325689b,Brian Ramirez,nurse,emergency,True
26,7,STF-8325689b,Brian Ramirez,nurse,emergency,True
27,7,STF-8325689b,Brian Ramirez,nurse,emergency,False
28,7,STF-8325689b,Brian Ramirez,nurse,emergency,False
29,7,STF-8325689b,Brian Ramirez,nurse,emergency,True
30,7,STF-8325689b,Brian Ramirez,nurse,emergency,False
31,8,STF-8325689b,Brian Ramirez,nurse,emergency,True
32,8,STF-8325689b,Brian Ramirez,nurse,emergency,True
33,8,STF-8325689b,Brian Ramirez,nurse,emergency,False
34,8,STF-8325689b,Brian Ramirez,nurse,emergency,True
35,9,STF-8325689b,Brian Ramirez,nurse,emergency,True
36,9,STF-8325689b,Brian Ramirez,nurse,emergency,False
37,9,STF-8325689b,Brian Ramirez,nurse,emergency,True
38,9,STF-8325689b,Brian Ramirez,nurse,emergency,True
39,10,STF-8325689b,Brian Ramirez,nurse,emergency,False
40,10,STF-8325689b,Brian Ramirez,nurse,emergency,True
41,10,STF-8325689b,Brian Ramirez,nurse,emergency,True
42,10,STF-8325689b,Brian Ramirez,nurse,emergency,False
43,10,STF-8325689b,Brian Ramirez,nurse,emergency,True
44,11,STF-8325689b,Brian Ramirez,nurse,emergency,True
45,11,STF-8325689b,Brian Ramirez,nurse,emergency,False
46,11,STF-8325689b,Brian Ramirez,nurse,emergency,False
47,11,STF-8325689b,Brian Ramirez,nurse,emergency,True
48,12,STF-8325689b,Brian Ramirez,nurse,emergency,False
49,12,STF-8325689b,Brian Ramirez,nurse,emergency,True
50,12,STF-8325689b,Brian Ramirez,nurse,emergency,True
51,12,STF-8325689b,Brian Ramirez,nurse,emergency,False
